-0.005 0.995
-0.005 0.995
-0.005 0.328333333333333
-0.005 0.328333333333333
0.495 0.328333333333333
0.495 0.280714285714286
0.495 0.280714285714286
0.495 0.280714285714286
0.995 0.280714285714286
0.995 0.245
0.995 0.217222222222222
0.995 0.195
0.995 0.176818181818182
0.995 0.161666666666667
0.995 0.148846153846154
0.995 0.137857142857143
0.995 0.128333333333333
0.995 0.12
0.995 0.112647058823529
0.995 0.106111111111111
0.995 0.100263157894737
0.995 0.095
0.995 0.0902380952380952
0.995 0.0859090909090909
0.995 0.0819565217391304
0.995 0.0783333333333333
0.995 0.075
0.995 0.0719230769230769
0.995 0.0690740740740741
0.995 0.0664285714285714
0.995 0.0639655172413793
0.995 0.0616666666666667
0.995 0.0595161290322581
0.995 0.0575
0.995 0.0556060606060606
0.995 0.0538235294117647
0.995 0.0521428571428571
0.995 0.0505555555555556
0.995 0.0490540540540541
0.995 0.0476315789473684
0.995 0.0462820512820513
0.995 0.045
0.995 0.0437804878048781
0.995 0.0426190476190476
0.995 0.0415116279069767
0.995 0.0404545454545455
0.995 0.0394444444444444
0.995 0.0384782608695652
0.995 0.0375531914893617
0.995 0.0366666666666667
0.995 0.0358163265306122
0.995 0.035
0.995 0.0342156862745098
0.995 0.0334615384615385
0.995 0.0327358490566038
0.995 0.032037037037037
0.995 0.0313636363636364
0.995 0.0307142857142857
0.995 0.0300877192982456
0.995 0.0294827586206897
0.995 0.0288983050847458
0.995 0.0283333333333333
0.995 0.0277868852459016
0.995 0.027258064516129
0.995 0.0267460317460317
0.995 0.02625
0.995 0.0257692307692308
0.995 0.0253030303030303
0.995 0.0248507462686567
0.995 0.0244117647058824
0.995 0.0239855072463768
0.995 0.0235714285714286
0.995 0.023169014084507
0.995 0.0227777777777778
0.995 0.0223972602739726
0.995 0.022027027027027
0.995 0.0216666666666667
0.995 0.0213157894736842
0.995 0.020974025974026
0.995 0.0206410256410256
0.995 0.0203164556962025
0.995 0.02
0.995 0.0196913580246914
0.995 0.019390243902439
0.995 0.0190963855421687
0.995 0.0188095238095238
0.995 0.0185294117647059
0.995 0.0182558139534884
0.995 0.0179885057471264
0.995 0.0177272727272727
0.995 0.0174719101123596
0.995 0.0172222222222222
0.995 0.016978021978022
0.995 0.0167391304347826
0.995 0.016505376344086
0.995 0.0162765957446809
0.995 0.0160526315789474
0.995 0.0158333333333333
0.995 0.0156185567010309
0.995 0.0154081632653061
0.995 0.0152020202020202
0.995 0.015
0.995 0.0148019801980198
0.995 0.0146078431372549
0.995 0.0144174757281553
0.995 0.0142307692307692
0.995 0.0140476190476191
0.995 0.0138679245283019
0.995 0.0136915887850467
0.995 0.0135185185185185
0.995 0.013348623853211
0.995 0.0131818181818182
0.995 0.013018018018018
0.995 0.0128571428571429
0.995 0.0126991150442478
0.995 0.0125438596491228
0.995 0.0123913043478261
0.995 0.0122413793103448
0.995 0.0120940170940171
0.995 0.0119491525423729
0.995 0.0118067226890756
0.995 0.0116666666666667
0.995 0.0115289256198347
0.995 0.0113934426229508
